source_kind,source_name,source_path,unit_kind,container_name,sheet_name,slide_number,paragraph_index,table_index,row_index,column_index,cell_label,text,style_json,notes,host_name,host_since
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2560,,,"44393746,Home away from home,137102937,Tara,6/26/17,f,1,t,t,1,District 33,36.06393,-86.61727,90,30,Entire home/apt,3,1 bath,2,2,$122.00 ,2,0.08,5,5,5,5,5,5,5","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2561,,,"44427913,The Bailey: Roomy East Nash Gem Near Local Faves,6675690,Isabeau And Shaun,5/31/13,t,64,t,t,84,District 5,36.18637,-86.75379,356,2,Entire home/apt,10,2.5 baths,3,8,$202.00 ,63,1.8,4.98,4.9,4.92,4.98,4.97,4.89,4.89","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2562,,,"44461617,Cozy Private Guest Suite,10567726,Ingrid,12/11/13,t,1,t,t,1,District 8,36.22055,-86.74502,0,2,Entire home/apt,4,1 bath,1,NA,,160,3.39,4.71,4.81,4.77,4.95,4.96,4.74,4.77","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2563,,,"44464597,Hawkins Street Hide Out,345987763,Shelly,5/11/20,f,1,t,f,1,District 19,36.149269,-86.788803,282,30,Entire home/apt,7,1 bath,1,4,$253.00 ,27,0.67,4.85,4.89,4.85,4.96,4.93,4.93,4.81","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2564,,,"44475340,New Luxury Loft in Nashville - Minutes to Downtown,359508739,Andrew,7/30/20,t,1,t,t,1,District 5,36.2066906928605,-86.76706905,235,2,Entire home/apt,4,1 bath,2,2,$158.00 ,30,6.57,5,4.97,5,5,5,4.9,5","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2565,,,"44488076,Modern w/ Rooftop Deck Views 1.5 Mi. to Broadway,43634667,Michael,9/7/15,t,1,t,t,1,District 5,36.1828,-86.7723,326,2,Entire home/apt,12,3.5 baths,4,6,$293.00 ,135,2.91,4.94,4.98,4.82,4.99,4.99,4.73,4.88","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2566,,,"44492250,Nashville Condo Near Downtown- Walking Distance to,359727542,Cathy,7/31/20,t,1,t,t,1,District 19,36.14772,-86.78187,336,2,Entire home/apt,4,1 bath,1,2,$161.00 ,114,2.44,4.95,4.97,4.94,4.99,4.99,4.88,4.89","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2567,,,"44492752,Riverfront Condo, <1 mile to Downtown Nashville!,457504281,Aaron,5/4/22,t,3,t,t,5,District 19,36.17127,-86.77855,3,30,Entire home/apt,6,1 bath,2,NA,,36,1.43,4.92,4.94,4.94,4.92,5,4.78,4.67","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2568,,,"44494555,Private, Clean & Comfy Guest Suite,14522084,Greg,4/21/14,t,1,t,t,1,District 29,36.0823,-86.6404,350,2,Entire home/apt,2,1 bath,1,1,$80.00 ,32,0.72,4.97,5,4.94,4.94,5,4.91,4.94","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2569,,,"44507180,Affordable East Nashville 3/3 4 miles to downtown!,55055577,Nicole,1/17/16,t,2,t,t,2,District 7,36.1941414552795,-86.73989095,67,2,Entire home/apt,7,3 baths,3,4,$225.00 ,15,1.65,5,5,5,5,5,4.87,4.87","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2570,,,"44532192,Cozy Private Nook in East Nashville,19870589,Brian And Emily,8/11/14,t,1,t,t,1,District 7,36.21139,-86.71908,358,2,Private room,2,1 bath,1,1,$104.00 ,94,2.09,4.96,5,4.98,4.98,4.99,4.86,4.87","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2571,,,"44532822,Spacious home w/ open layout ~ 6 min to Broadway!,88959664,Julian,8/9/16,t,48,t,t,51,District 2,36.18596,-86.80332,326,2,Entire home/apt,10,2.5 baths,3,6,$213.00 ,175,3.71,4.91,4.92,4.75,4.98,4.99,4.8,4.85","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2572,,,"44573581,Bright welcoming 2 bedrooms,104179206,HeyJean,11/17/16,f,1,t,t,1,District 21,36.16761,-86.80879,179,30,Entire home/apt,4,1 bath,2,2,$221.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2573,,,"44589943,Charming Bungalow in the Heart of Nashville,216770834,Monica,9/22/18,f,1,t,t,1,District 17,36.14108,-86.79314,0,2,Entire home/apt,6,2 baths,3,NA,,46,0.99,5,5,5,5,5,5,4.89","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2574,,,"44633267,Spacious 1 bed - great location East Nashville,129902341,Ryan & Sarah,5/11/17,t,3,t,t,3,District 6,36.18432,-86.72085,140,2,Entire home/apt,5,1 bath,1,2,$104.00 ,191,4.1,4.97,4.99,4.97,4.99,4.98,4.94,4.97","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2575,,,"44641875,1 bd/1 ba in heart of trendy East Nashville,3433181,Millie,8/31/12,t,1,t,t,1,District 6,36.18207,-86.7465,333,2,Entire home/apt,3,1 bath,1,2,$121.00 ,230,5.08,5,5,5,4.99,5,4.98,4.95","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2576,,,"44646559,Classy, Cozy, Close to Downtown!,72490926,Dana,5/17/16,t,1,t,t,1,District 5,36.20826,-86.76552,167,2,Entire home/apt,11,2.5 baths,2,NA,,83,1.78,4.9,4.95,4.93,4.89,4.93,4.4,4.81","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2577,,,"44647327,Family Friends and free parking 1mile to downtown,21895643,Deidre,9/28/14,t,6,t,t,7,District 17,36.1384287580421,-86.78496664,292,2,Entire home/apt,12,3 baths,6,6,$648.00 ,1,0.11,5,5,5,5,5,4,5","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2578,,,"44647368,Hangout House play, work, and visit,21895643,Deidre,9/28/14,t,6,t,t,7,District 16,36.10523,-86.73968,317,2,Entire home/apt,6,1 bath,3,NA,,86,1.91,4.78,4.84,4.66,4.92,4.95,4.84,4.67","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2579,,,"44648946,2nd Ave Riverside Condo in the heart of Downtown,356926880,The French House,7/17/20,t,2,t,t,4,District 19,36.16277,-86.77559,321,1,Entire home/apt,8,2.5 baths,2,NA,,9,0.2,5,5,5,5,5,4.89,4.67","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2580,,,"44660998,TB One / Combo of Two Luxury Condos / Large Groups,260899725,Kevin,5/9/19,t,54,t,t,56,District 21,36.15937,-86.8068,258,3,Entire home/apt,9,3 baths,4,5,$399.00 ,10,0.22,5,4.8,4.8,5,4.9,4.5,4.8","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2581,,,"44672180,Luxury new house in downtown Nashville,202435770,John,7/15/18,,1,t,t,3,District 19,36.17061,-86.79638,236,1,Entire home/apt,12,3 baths,4,9,$304.00 ,40,3.73,5,5,4.95,4.95,4.97,4.77,4.9","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2582,,,"44679310,Stunning lakefront retreat minutes from Nashville,16752596,Elle,6/13/14,f,1,t,t,2,District 11,36.24733,-86.63361,140,2,Entire home/apt,12,2.5 baths,4,12,$875.00 ,34,0.94,4.76,4.76,4.68,4.97,4.94,4.88,4.56","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2583,,,"44679540,The Dolly- Lofts at Noel Court, Downtown,30962240,XENOS Guest-Friend,4/10/15,t,17,t,t,19,District 19,36.164848,-86.777786,306,2,Entire home/apt,8,2.5 baths,2,NA,,22,0.49,4.86,5,4.91,4.95,4.95,5,4.64","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2584,,,"44679541,The Dolly Parton- Lofts at Noel Court, Downtown,30962240,XENOS Guest-Friend,4/10/15,t,17,t,t,19,District 19,36.164848,-86.777786,304,2,Entire home/apt,16,5 baths,4,NA,,54,1.19,4.89,4.91,4.94,4.91,4.92,4.92,4.68","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2585,,,"44679543,The Parton- Lofts at Noel Court, Downtown,30962240,XENOS Guest-Friend,4/10/15,t,17,t,t,19,District 19,36.164848,-86.777786,332,2,Entire home/apt,8,2.5 baths,2,NA,,19,0.41,4.95,4.95,4.95,5,4.95,4.95,4.79","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2586,,,"44695013,The Johnny Cash- Lofts at Noel Court, Downtown,30962240,XENOS Guest-Friend,4/10/15,t,17,t,t,19,District 19,36.164848,-86.777786,318,2,Entire home/apt,12,3 baths,2,NA,,66,1.58,4.91,4.89,4.91,4.94,4.92,4.91,4.76","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2587,,,"44738925,Chic Design on Music Row @ West End*VU*Belmont*DT,7073590,Brigitte,6/23/13,t,18,t,t,19,District 19,36.15018,-86.79253,333,1,Entire home/apt,6,1 bath,1,3,$160.00 ,328,7.1,4.95,4.95,4.95,4.95,4.91,4.95,4.87","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2588,,,"44738938,Music Row Comfort at Downtown*Gulch*Vandy,7073590,Brigitte,6/23/13,t,18,t,t,19,District 19,36.15212,-86.79229,336,1,Entire home/apt,4,1 bath,1,4,$222.00 ,278,6,4.92,4.93,4.96,4.92,4.9,4.93,4.85","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2589,,,"44739184,Luxury on Music Row @ Downtown*VU*Belmont*Gulch,7073590,Brigitte,6/23/13,t,18,t,t,19,District 19,36.15057,-86.79246,355,1,Entire home/apt,6,1 bath,1,3,$171.00 ,329,7.04,4.93,4.93,4.95,4.96,4.94,4.93,4.87","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2590,,,"44752011,1920s Carriage House: Walkable Luxury & Charm!,593556,Alece,5/16/11,f,9,t,t,9,District 18,36.133533,-86.801926,331,1,Entire home/apt,5,1 bath,1,3,$173.00 ,101,2.19,4.96,4.98,4.9,5,5,4.98,4.88","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2591,,,"44752230,Hillsboro Hideaway: Dreamy Studio, Prime Location!,593556,Alece,5/16/11,f,9,t,t,9,District 18,36.133362,-86.801712,340,1,Entire home/apt,2,1 bath,1,1,$165.00 ,126,2.74,4.95,4.98,4.92,5,4.97,4.96,4.78","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2592,,,"44752240,Cozy Carriage House: Walkable, Pet-Friendly Studio,593556,Alece,5/16/11,f,9,t,t,9,District 18,36.13335,-86.801529,353,1,Entire home/apt,4,1 bath,1,2,$135.00 ,99,2.15,4.86,4.87,4.81,4.97,4.96,4.93,4.64","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2593,,,"44789479,Built in 2020, nice neighborhood.,14761047,John,4/26/14,f,5,t,t,6,District 24,36.12061,-86.8428,247,30,Entire home/apt,8,4 baths,5,5,$189.00 ,9,0.22,5,5,4.89,5,5,5,5","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2594,,,"44825792,10 Mins To Broadway - Music City Group Retreat,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 20,36.15947,-86.87999,339,2,Entire home/apt,12,3.5 baths,4,8,$196.00 ,89,3,4.76,4.83,4.65,4.82,4.91,4.39,4.77","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2595,,,"44896947,Farmhouse 4 Bed/Bath, Pool, 15-20 mins to Downtown,13996514,Ellery,1/20/16,t,3,t,t,3,District 1,36.28046,-86.85187,259,3,Entire home/apt,8,4 baths,4,4,$425.00 ,6,0.13,4.83,4.67,4.33,4.67,5,4.67,4.67","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2596,,,"44934927,THREE KING beds FREE parking 2 miles to Broadway!,28196034,Dorinda,2/22/15,,20,t,t,27,District 21,36.16326,-86.80617,162,2,Entire home/apt,10,2.5 baths,3,5,$230.00 ,134,2.9,4.71,4.78,4.75,4.81,4.84,4.28,4.63","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2597,,,"44995320,LOFT LULA 'SEIS' in Downtown Nashville, TN,225949486,Luis + Crystal,11/15/18,f,10,t,t,15,District 19,36.15586,-86.77571,114,1,Entire home/apt,2,1 bath,1,1,$144.00 ,202,4.38,4.67,4.77,4.72,4.64,4.85,4.83,4.55","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2598,,,"44997666,Haywood Cottage - Entire home, sleeps 12,242100109,Jordyn,2/9/19,t,1,t,t,1,District 30,36.0746,-86.71011,28,1,Entire home/apt,12,2 baths,4,6,$687.00 ,82,1.81,4.83,4.82,4.83,4.96,4.96,4.67,4.78","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2599,,,"45002939,10 Mins To Broadway - Gorgeous Gated Townhome,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 20,36.15783,-86.87977,206,2,Entire home/apt,10,2.5 baths,3,8,$153.00 ,89,1.98,4.75,4.75,4.72,4.86,4.84,4.75,4.83","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2600,,,"45003250,10 Mins To Broadway - Pet-Friendly Escape,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 20,36.15885,-86.87952,314,2,Entire home/apt,10,2.5 baths,3,8,$184.00 ,65,1.54,4.62,4.71,4.37,4.88,4.89,4.6,4.68","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2601,,,"45003528,10 Mins To Broadway - Luxurious Gated Townhome,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 20,36.15942,-86.87973,345,2,Entire home/apt,10,2.5 baths,3,8,$162.00 ,61,1.57,4.66,4.79,4.77,4.74,4.77,4.62,4.62","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2602,,,"45015102,10 Mins To Broadway - Alluring Gated Townhome,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 20,36.15977,-86.87898,304,2,Entire home/apt,10,2.5 baths,3,8,$161.00 ,90,2.08,4.69,4.8,4.57,4.83,4.92,4.56,4.71","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2603,,,"45053579,2 Bedroom Condo - Nashville,225597185,Alan,11/13/18,t,4,t,t,90,District 15,36.22001,-86.70533,358,3,Entire home/apt,6,2 baths,2,3,$295.00 ,21,0.45,4.67,4.81,4.71,4.57,4.76,4.81,4.62","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2604,,,"45056960,Downtown in the Gulch - Spacious 2bed/2bath - Walk,363524491,Adam,8/20/20,t,9,t,t,9,District 19,36.15222,-86.78135,258,2,Entire home/apt,5,2 baths,2,4,$256.00 ,102,2.25,4.77,4.92,4.74,4.62,4.79,4.95,4.75","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2605,,,"45069393,02 • MATTE BLACK 2 BD ★ MUSIC ROW ★ POOL ★ SLEEP 6,34316903,Derek & Lacey,5/26/15,t,10,t,t,10,District 19,36.15133,-86.79107,158,2,Entire home/apt,6,1 bath,2,3,$299.00 ,145,3.15,4.94,4.94,4.96,4.98,4.98,4.97,4.82","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2606,,,"45069926,NEW 4 BEDROOM PENTHOUSE SUITE ★ POOL ★ SLEEPS 12!,34316903,Derek & Lacey,5/26/15,t,10,t,t,10,District 19,36.15192,-86.79165,162,2,Entire home/apt,12,2 baths,4,6,$791.00 ,108,2.36,4.9,4.83,4.95,4.97,4.93,4.89,4.77","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2607,,,"45086233,Riverfront Delight on the Cumberland:Downtown Cond,62021647,Susan,3/7/16,f,1,t,t,1,District 17,36.14639,-86.78174,325,1,Entire home/apt,4,1 bath,1,1,$194.00 ,10,0.22,4.9,5,4.8,5,5,4.8,4.9","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2608,,,"45087634,Near Vandy on foot-11 mins to downtown-Park Free!,330413872,Cat,1/24/20,t,6,t,f,10,District 21,36.1441,-86.81762,307,3,Entire home/apt,8,2.5 baths,2,4,$190.00 ,32,0.71,4.63,4.78,4.31,4.97,4.75,4.88,4.59","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2609,,,"45091316,NEW Fully furnished  3BR/3.5BA with rooftop,12153920,Shac,2/11/14,t,13,t,t,18,District 5,36.1953,-86.77041,78,14,Entire home/apt,10,3.5 baths,3,5,$119.00 ,8,0.18,5,5,5,5,5,4.75,5","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2610,,,"45098513,Ideal downtown Nashville loft – Letterpress Loft,26211861,Christy,1/16/15,t,2,t,t,6,District 19,36.16404,-86.77799,288,2,Entire home/apt,4,1 bath,1,2,$378.00 ,169,3.92,4.98,4.98,4.95,4.98,4.98,4.99,4.89","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2611,,,"45104707,Scenic-Cottage on 5 acres,171145983,Amy,2/1/18,t,1,t,t,4,District 31,35.99511,-86.68697,312,1,Entire home/apt,6,2 baths,3,3,$174.00 ,127,2.87,4.81,4.83,4.93,4.87,4.89,4.9,4.81","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2612,,,"45105260,East Nashville chill space- 15 mins from downtown,160168452,Hannah,11/26/17,f,1,t,f,1,District 7,36.23221,-86.71922,146,2,Entire home/apt,6,1 bath,2,3,$109.00 ,80,2.14,4.68,4.71,4.78,4.89,4.9,4.89,4.73","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2613,,,"45161683,Space Minutes from Downtown,176299064,Walter,3/3/18,t,1,t,t,1,District 25,36.09209,-86.78681,225,30,Entire home/apt,6,1.5 baths,3,3,$80.00 ,4,0.32,5,5,5,5,5,5,5","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2614,,,"45164873,East Nashville Nook,364751706,Stephanie,8/27/20,t,1,t,f,1,District 7,36.19491,-86.71381,0,3,Entire home/apt,2,1 bath,1,NA,,66,1.47,4.97,4.98,4.97,5,4.95,4.92,4.97","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2615,,,"45242131,Nashville,165008812,Sheryl,12/30/17,f,2,t,t,16,District 15,36.2214,-86.7037,365,2,Private room,4,1 bath,1,NA,,1,0.03,5,5,5,5,5,5,5","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2616,,,"45258847,BeerRun. Downtown Nashville Studio. Pool Open Now!,179452506,Carrie,3/19/18,f,6,t,t,8,District 17,36.12586,-86.77847,185,2,Entire home/apt,4,1 bath,0,2,$106.00 ,74,1.6,4.66,4.64,4.66,4.82,4.82,4.65,4.51","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2617,,,"45285837,Rm 2: Fresh queen room 6 miles from Downtown!,30733625,Oscar,4/6/15,t,2,t,t,2,District 2,36.22227,-86.8111,140,30,Private room,1,1 bath,1,1,$35.00 ,10,0.3,5,5,4.9,5,5,4.8,4.9","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2618,,,"45290849,The Hickory Haven: A Cozy Private Studio,85761471,Vanessa,7/24/16,t,1,t,t,1,District 11,36.22463,-86.63114,365,2,Private room,4,1 bath,1,1,$264.00 ,111,2.4,4.91,4.92,4.93,4.99,4.98,4.77,4.81","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2619,,,"45326719,Private peaceful studio in Donelson,31620313,Charli,4/20/15,t,2,t,t,2,District 14,36.18557,-86.64279,322,30,Entire home/apt,2,1 bath,1,1,$52.00 ,1,0.23,5,5,5,5,5,5,5","{""delimiter"": "","", ""fields"": 30}",,,
csv,data3300_airbnb_data_raw_nashville_8d417a07.csv,data\uploads\data3300_airbnb_data_raw_nashville_8d417a07.csv,line,,,,,,2620,,,"45333798,The Edison: Clean, Central, Get-Away,77930747,Gretchen,6/15/16,t,3,t,t,36,District 5,36.20471,-86.74028,274,1,Entire home/apt,4,1 bath,1,1,$104.00 ,181,4.03,4.73,4.83,4.65,4.98,4.93,4.71,4.71","{""delimiter"": "","", ""fields"": 30}",,,
